IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s)
104.28.89.28,4,3,0.25,263.92,0.00
104.18.114.28,4,3,0.25,264.37,0.00
104.20.160.28,4,3,0.25,264.47,0.00
104.21.61.28,4,3,0.25,264.50,0.00
104.18.40.28,4,3,0.25,264.61,0.00
104.20.154.28,4,3,0.25,264.62,0.00
104.28.82.28,4,3,0.25,264.67,0.00
104.23.98.28,4,3,0.25,264.81,0.00
104.18.137.28,4,3,0.25,264.89,0.00
104.18.138.28,4,3,0.25,264.95,0.00
104.20.243.28,4,3,0.25,264.96,0.00
104.23.101.28,4,3,0.25,264.97,0.00
104.19.140.28,4,3,0.25,265.07,0.00
104.19.226.28,4,3,0.25,265.24,0.00
104.28.86.28,4,3,0.25,265.24,0.00
104.19.202.28,4,3,0.25,265.32,0.00
104.28.149.28,4,3,0.25,265.37,0.00
104.20.108.28,4,3,0.25,265.43,0.00
104.20.122.28,4,3,0.25,265.43,0.00
104.18.131.28,4,3,0.25,265.63,0.00
104.20.140.28,4,3,0.25,265.68,0.00
104.20.70.28,4,3,0.25,265.68,0.00
104.19.211.28,4,3,0.25,265.83,0.00
104.18.126.28,4,3,0.25,265.89,0.00
104.20.26.28,4,3,0.25,266.31,0.00
104.18.124.28,4,3,0.25,266.52,0.00
104.19.223.28,4,3,0.25,266.58,0.00
104.21.114.28,4,3,0.25,266.61,0.00
104.20.89.28,4,3,0.25,266.71,0.00
104.22.23.28,4,3,0.25,267.01,0.00
104.18.120.28,4,3,0.25,267.04,0.00
104.20.110.28,4,3,0.25,267.07,0.00
104.21.115.28,4,3,0.25,267.08,0.00
104.20.44.28,4,3,0.25,267.20,0.00
104.28.19.28,4,3,0.25,267.26,0.00
104.20.111.28,4,3,0.25,267.26,0.00
104.20.219.28,4,3,0.25,267.29,0.00
104.20.227.28,4,3,0.25,267.33,0.00
104.20.99.28,4,3,0.25,267.41,0.00
104.20.79.28,4,3,0.25,267.42,0.00
104.19.177.28,4,3,0.25,267.48,0.00
104.28.45.28,4,3,0.25,267.63,0.00
104.19.207.28,4,3,0.25,267.95,0.00
104.20.87.28,4,3,0.25,268.07,0.00
104.20.0.28,4,3,0.25,268.13,0.00
104.28.0.28,4,3,0.25,268.58,0.00
104.20.32.28,4,3,0.25,268.84,0.00
104.19.239.28,4,3,0.25,269.73,0.00
104.19.135.28,4,3,0.25,270.00,0.00
104.20.228.28,4,3,0.25,270.17,0.00
104.18.118.28,4,3,0.25,270.30,0.00
104.20.47.28,4,3,0.25,270.74,0.00
104.28.62.28,4,3,0.25,270.81,0.00
104.28.80.28,4,3,0.25,270.92,0.00
104.27.157.28,4,3,0.25,271.17,0.00
104.20.30.28,4,3,0.25,271.39,0.00
104.28.106.28,4,3,0.25,271.49,0.00
104.19.195.28,4,3,0.25,271.65,0.00
104.21.214.28,4,3,0.25,271.73,0.00
104.16.220.28,4,3,0.25,271.97,0.00
104.21.221.28,4,3,0.25,272.36,0.00
104.20.36.28,4,3,0.25,272.40,0.00
104.19.236.28,4,3,0.25,272.60,0.00
104.27.185.28,4,3,0.25,272.70,0.00
104.20.201.28,4,3,0.25,272.79,0.00
104.21.212.28,4,3,0.25,273.00,0.00
104.20.10.28,4,3,0.25,273.05,0.00
104.23.106.28,4,3,0.25,273.11,0.00
104.19.235.28,4,3,0.25,273.11,0.00
104.21.109.28,4,3,0.25,273.24,0.00
104.27.81.28,4,3,0.25,273.41,0.00
104.18.25.28,4,3,0.25,273.84,0.00
104.16.190.28,4,3,0.25,273.88,0.00
104.19.137.28,4,3,0.25,273.91,0.00
104.21.206.28,4,3,0.25,274.00,0.00
104.19.139.28,4,3,0.25,274.36,0.00
104.19.238.28,4,3,0.25,274.91,0.00
104.19.237.28,4,3,0.25,275.11,0.00
104.19.221.28,4,3,0.25,276.01,0.00
104.18.33.28,4,3,0.25,276.06,0.00
104.27.201.28,4,3,0.25,276.18,0.00
104.19.117.28,4,3,0.25,276.31,0.00
104.18.36.28,4,3,0.25,276.38,0.00
104.21.101.28,4,3,0.25,276.48,0.00
104.21.98.28,4,3,0.25,276.72,0.00
104.21.222.28,4,3,0.25,277.39,0.00
104.16.132.28,4,3,0.25,277.39,0.00
104.16.221.28,4,3,0.25,277.47,0.00
104.16.215.28,4,3,0.25,277.49,0.00
104.19.227.28,4,3,0.25,277.50,0.00
104.16.135.28,4,3,0.25,277.53,0.00
104.19.127.28,4,3,0.25,277.55,0.00
104.21.91.28,4,3,0.25,277.87,0.00
104.19.232.28,4,3,0.25,277.91,0.00
104.18.238.28,4,3,0.25,278.31,0.00
104.19.126.28,4,3,0.25,278.34,0.00
104.18.236.28,4,3,0.25,278.47,0.00
104.19.130.28,4,3,0.25,278.50,0.00
104.19.229.28,4,3,0.25,278.70,0.00
104.16.26.28,4,3,0.25,278.88,0.00
104.19.222.28,4,3,0.25,279.23,0.00
104.21.216.28,4,3,0.25,279.28,0.00
162.159.243.28,4,3,0.25,279.42,0.00
104.16.214.28,4,3,0.25,279.49,0.00
104.16.65.28,4,3,0.25,280.23,0.00
104.19.118.28,4,3,0.25,280.41,0.00
104.19.218.28,4,3,0.25,280.47,0.00
162.159.230.28,4,3,0.25,280.76,0.00
104.27.80.28,4,3,0.25,280.88,0.00
104.18.174.28,4,3,0.25,280.94,0.00
104.27.79.28,4,3,0.25,280.99,0.00
104.19.216.28,4,3,0.25,281.43,0.00
162.159.251.28,4,3,0.25,281.45,0.00
162.159.249.28,4,3,0.25,281.76,0.00
104.16.217.28,4,3,0.25,282.10,0.00
104.27.154.28,4,3,0.25,282.47,0.00
104.16.218.28,4,3,0.25,282.65,0.00
104.27.119.28,4,3,0.25,282.76,0.00
198.41.211.28,4,3,0.25,282.80,0.00
104.27.37.28,4,3,0.25,282.84,0.00
104.27.74.28,4,3,0.25,283.52,0.00
103.21.244.28,4,3,0.25,283.74,0.00
104.18.19.28,4,3,0.25,283.86,0.00
162.159.238.28,4,3,0.25,283.90,0.00
104.27.36.28,4,3,0.25,283.94,0.00
104.27.27.28,4,3,0.25,284.43,0.00
104.27.34.28,4,3,0.25,284.47,0.00
104.18.237.28,4,3,0.25,284.52,0.00
104.27.38.28,4,3,0.25,285.14,0.00
104.18.235.28,4,3,0.25,285.37,0.00
141.101.113.28,4,3,0.25,285.39,0.00
104.27.69.28,4,3,0.25,285.88,0.00
104.27.31.28,4,3,0.25,285.94,0.00
104.27.21.28,4,3,0.25,285.96,0.00
104.21.233.28,4,3,0.25,286.15,0.00
104.18.222.28,4,3,0.25,287.38,0.00
104.27.73.28,4,3,0.25,287.85,0.00
162.159.132.28,4,3,0.25,288.44,0.00
104.18.221.28,4,3,0.25,289.51,0.00
104.27.70.28,4,3,0.25,289.69,0.00
104.27.113.28,4,3,0.25,290.04,0.00
141.101.121.28,4,3,0.25,291.95,0.00
104.27.111.28,4,3,0.25,292.30,0.00
104.18.224.28,4,3,0.25,292.88,0.00
104.18.219.28,4,3,0.25,293.87,0.00
104.27.67.28,4,3,0.25,294.28,0.00
104.18.223.28,4,3,0.25,294.90,0.00
104.27.197.28,4,3,0.25,295.75,0.00
104.18.220.28,4,3,0.25,295.94,0.00
104.27.105.28,4,3,0.25,296.72,0.00
104.18.215.28,4,3,0.25,296.94,0.00
104.18.232.28,4,3,0.25,297.07,0.00
104.18.229.28,4,3,0.25,297.26,0.00
104.18.226.28,4,3,0.25,299.27,0.00
104.19.203.28,4,3,0.25,299.67,0.00
104.21.208.28,4,3,0.25,300.14,0.00
104.27.10.28,4,3,0.25,301.93,0.00
104.27.176.28,4,3,0.25,302.13,0.00
104.27.7.28,4,3,0.25,304.05,0.00
104.18.217.28,4,3,0.25,304.58,0.00
104.27.8.28,4,3,0.25,305.49,0.00
104.18.214.28,4,3,0.25,305.58,0.00
104.19.186.28,4,3,0.25,305.79,0.00
104.28.77.28,4,3,0.25,306.72,0.00
104.27.169.28,4,3,0.25,306.75,0.00
104.18.159.28,4,3,0.25,306.84,0.00
104.18.133.28,4,3,0.25,307.30,0.00
104.27.171.28,4,3,0.25,307.68,0.00
104.27.178.28,4,3,0.25,308.14,0.00
104.18.10.28,4,3,0.25,308.31,0.00
104.18.12.28,4,3,0.25,308.65,0.00
104.27.177.28,4,3,0.25,309.05,0.00
104.27.168.28,4,3,0.25,309.61,0.00
104.18.63.28,4,3,0.25,310.36,0.00
104.18.209.28,4,3,0.25,310.59,0.00
104.18.156.28,4,3,0.25,311.96,0.00
104.18.155.28,4,3,0.25,314.24,0.00
104.27.148.28,4,3,0.25,314.44,0.00
104.27.4.28,4,3,0.25,314.51,0.00
104.18.154.28,4,3,0.25,315.82,0.00
104.25.247.28,4,3,0.25,316.46,0.00
104.18.129.28,4,3,0.25,317.83,0.00
104.18.146.28,4,3,0.25,317.84,0.00
104.18.202.28,4,3,0.25,318.64,0.00
104.18.130.28,4,3,0.25,319.83,0.00
104.18.163.28,4,3,0.25,319.99,0.00
104.18.204.28,4,3,0.25,320.77,0.00
104.18.182.28,4,3,0.25,320.99,0.00
104.18.169.28,4,3,0.25,321.01,0.00
104.25.246.28,4,3,0.25,321.34,0.00
104.18.211.28,4,3,0.25,321.74,0.00
104.18.194.28,4,3,0.25,321.90,0.00
104.18.47.28,4,3,0.25,322.58,0.00
104.27.147.28,4,3,0.25,322.83,0.00
104.18.45.28,4,3,0.25,323.15,0.00
104.25.242.28,4,3,0.25,324.89,0.00
104.18.201.28,4,3,0.25,325.16,0.00
104.18.199.28,4,3,0.25,326.55,0.00
104.25.240.28,4,3,0.25,326.59,0.00
104.18.197.28,4,3,0.25,328.23,0.00
104.25.237.28,4,3,0.25,329.20,0.00
104.25.236.28,4,3,0.25,329.62,0.00
104.18.116.28,4,3,0.25,331.47,0.00
104.27.82.28,4,3,0.25,333.75,0.00
104.18.195.28,4,3,0.25,333.89,0.00
104.18.190.28,4,3,0.25,335.28,0.00
104.27.95.28,4,3,0.25,337.18,0.00
104.27.40.28,4,3,0.25,338.10,0.00
104.27.78.28,4,3,0.25,339.06,0.00
104.27.93.28,4,3,0.25,340.81,0.00
104.16.141.28,4,3,0.25,340.98,0.00
104.27.89.28,4,3,0.25,341.21,0.00
104.25.228.28,4,3,0.25,341.34,0.00
104.27.121.28,4,3,0.25,341.39,0.00
104.27.87.28,4,3,0.25,341.51,0.00
104.16.66.28,4,3,0.25,342.35,0.00
104.25.226.28,4,3,0.25,342.37,0.00
104.25.227.28,4,3,0.25,342.43,0.00
104.27.126.28,4,3,0.25,343.79,0.00
104.27.28.28,4,3,0.25,344.48,0.00
104.27.123.28,4,3,0.25,344.83,0.00
162.159.255.28,4,3,0.25,346.29,0.00
162.159.240.28,4,3,0.25,346.31,0.00
162.159.217.28,4,3,0.25,346.31,0.00
104.27.26.28,4,3,0.25,346.63,0.00
104.16.21.28,4,3,0.25,346.63,0.00
104.16.68.28,4,3,0.25,346.96,0.00
104.27.19.28,4,3,0.25,347.14,0.00
104.16.22.28,4,3,0.25,347.30,0.00
162.159.239.28,4,3,0.25,348.61,0.00
162.159.233.28,4,3,0.25,349.19,0.00
104.27.110.28,4,3,0.25,351.94,0.00
104.27.66.28,4,3,0.25,352.08,0.00
162.159.195.28,4,3,0.25,352.38,0.00
104.16.133.28,4,3,0.25,353.17,0.00
162.159.253.28,4,3,0.25,353.21,0.00
104.16.129.28,4,3,0.25,354.38,0.00
162.159.133.28,4,3,0.25,354.75,0.00
162.159.229.28,4,3,0.25,355.39,0.00
162.159.136.28,4,3,0.25,355.60,0.00
162.159.138.28,4,3,0.25,355.62,0.00
104.16.75.28,4,3,0.25,356.17,0.00
104.16.67.28,4,3,0.25,356.51,0.00
104.16.17.28,4,3,0.25,356.67,0.00
104.16.131.28,4,3,0.25,356.85,0.00
104.16.79.28,4,3,0.25,358.17,0.00
104.27.107.28,4,3,0.25,359.74,0.00
162.159.224.28,4,3,0.25,361.50,0.00
162.159.221.28,4,3,0.25,361.50,0.00
162.159.222.28,4,3,0.25,361.51,0.00
162.159.137.28,4,3,0.25,362.07,0.00
162.159.152.28,4,3,0.25,362.13,0.00
162.159.254.28,4,3,0.25,362.53,0.00
162.159.213.28,4,3,0.25,363.17,0.00
104.16.19.28,4,3,0.25,364.83,0.00
162.159.192.28,4,3,0.25,366.13,0.00
162.159.211.28,4,3,0.25,366.50,0.00
162.159.232.28,4,3,0.25,366.82,0.00
162.159.193.28,4,3,0.25,367.14,0.00
162.159.153.28,4,3,0.25,368.14,0.00
104.27.59.28,4,3,0.25,368.54,0.00
162.159.128.28,4,3,0.25,368.80,0.00
162.159.36.28,4,3,0.25,371.39,0.00
104.27.103.28,4,3,0.25,374.17,0.00
104.27.98.28,4,3,0.25,388.15,0.00
104.27.44.28,4,3,0.25,406.16,0.00
104.27.88.28,4,3,0.25,408.78,0.00
172.64.72.28,4,2,0.50,82.71,0.00
172.64.70.28,4,2,0.50,82.75,0.00
172.64.73.28,4,2,0.50,86.33,0.00
172.64.75.28,4,2,0.50,89.79,0.00
172.64.68.28,4,2,0.50,90.43,0.00
172.64.74.28,4,2,0.50,91.86,0.00
172.64.76.28,4,2,0.50,92.02,0.00
172.64.78.28,4,2,0.50,92.15,0.00
172.64.69.28,4,2,0.50,92.30,0.00
172.64.79.28,4,2,0.50,95.62,0.00
172.64.66.28,4,2,0.50,97.29,0.00
172.64.77.28,4,2,0.50,97.70,0.00
172.64.65.28,4,2,0.50,100.38,0.00
172.64.67.28,4,2,0.50,100.88,0.00
172.64.71.28,4,2,0.50,100.94,0.00
172.64.64.28,4,2,0.50,102.64,0.00
104.24.111.28,4,2,0.50,137.42,0.00
104.24.102.28,4,2,0.50,141.82,0.00
104.20.60.28,4,2,0.50,144.97,0.00
172.67.168.28,4,2,0.50,229.62,0.00
172.67.165.28,4,2,0.50,229.64,0.00
172.67.11.28,4,2,0.50,230.09,0.00
104.25.218.28,4,2,0.50,230.26,0.00
104.24.255.28,4,2,0.50,230.28,0.00
104.24.128.28,4,2,0.50,230.41,0.00
104.27.99.28,4,2,0.50,231.09,0.00
104.24.226.28,4,2,0.50,231.26,0.00
172.67.120.28,4,2,0.50,231.38,0.00
172.67.247.28,4,2,0.50,231.45,0.00
104.24.70.28,4,2,0.50,231.45,0.00
104.25.238.28,4,2,0.50,231.59,0.00
104.24.213.28,4,2,0.50,231.59,0.00
172.67.36.28,4,2,0.50,231.60,0.00
172.67.173.28,4,2,0.50,231.67,0.00
104.28.179.28,4,2,0.50,231.74,0.00
172.67.244.28,4,2,0.50,231.94,0.00
172.67.43.28,4,2,0.50,232.04,0.00
104.24.119.28,4,2,0.50,232.10,0.00
172.67.126.28,4,2,0.50,232.18,0.00
172.67.3.28,4,2,0.50,232.40,0.00
104.28.214.28,4,2,0.50,232.41,0.00
104.25.232.28,4,2,0.50,232.45,0.00
104.28.213.28,4,2,0.50,232.50,0.00
172.67.117.28,4,2,0.50,232.56,0.00
172.67.44.28,4,2,0.50,232.60,0.00
104.24.185.28,4,2,0.50,232.74,0.00
104.24.64.28,4,2,0.50,232.83,0.00
104.18.38.28,4,2,0.50,232.86,0.00
104.25.39.28,4,2,0.50,232.90,0.00
104.31.227.28,4,2,0.50,232.91,0.00
172.67.234.28,4,2,0.50,232.95,0.00
104.28.160.28,4,2,0.50,232.98,0.00
104.31.134.28,4,2,0.50,233.14,0.00
104.28.207.28,4,2,0.50,233.24,0.00
172.65.83.28,4,2,0.50,233.37,0.00
172.65.99.28,4,2,0.50,233.45,0.00
104.25.143.28,4,2,0.50,233.49,0.00
104.24.174.28,4,2,0.50,233.56,0.00
104.23.141.28,4,2,0.50,233.66,0.00
104.21.99.28,4,2,0.50,233.74,0.00
172.64.99.28,4,2,0.50,233.75,0.00
104.22.2.28,4,2,0.50,233.77,0.00
104.31.241.28,4,2,0.50,233.85,0.00
172.67.40.28,4,2,0.50,233.87,0.00
104.27.56.28,4,2,0.50,233.89,0.00
172.67.29.28,4,2,0.50,233.95,0.00
104.24.214.28,4,2,0.50,234.02,0.00
104.25.114.28,4,2,0.50,234.05,0.00
104.22.15.28,4,2,0.50,234.11,0.00
104.25.10.28,4,2,0.50,234.19,0.00
104.24.217.28,4,2,0.50,234.23,0.00
104.24.117.28,4,2,0.50,234.23,0.00
104.28.252.28,4,2,0.50,234.24,0.00
104.31.242.28,4,2,0.50,234.35,0.00
104.24.28.28,4,2,0.50,234.38,0.00
104.25.21.28,4,2,0.50,234.41,0.00
104.28.211.28,4,2,0.50,234.44,0.00
104.25.96.28,4,2,0.50,234.63,0.00
104.24.145.28,4,2,0.50,234.78,0.00
104.24.44.28,4,2,0.50,234.79,0.00
172.67.249.28,4,2,0.50,234.81,0.00
172.67.42.28,4,2,0.50,234.82,0.00
104.23.138.28,4,2,0.50,234.82,0.00
172.67.189.28,4,2,0.50,234.85,0.00
172.67.227.28,4,2,0.50,234.88,0.00
172.67.222.28,4,2,0.50,234.94,0.00
104.20.37.28,4,2,0.50,235.06,0.00
172.65.88.28,4,2,0.50,235.20,0.00
172.67.33.28,4,2,0.50,235.21,0.00
172.65.102.28,4,2,0.50,235.26,0.00
104.24.37.28,4,2,0.50,235.29,0.00
104.20.230.28,4,2,0.50,235.29,0.00
104.24.130.28,4,2,0.50,235.34,0.00
104.22.12.28,4,2,0.50,235.41,0.00
172.67.47.28,4,2,0.50,235.57,0.00
104.27.90.28,4,2,0.50,235.67,0.00
104.21.108.28,4,2,0.50,235.72,0.00
172.67.243.28,4,2,0.50,235.75,0.00
104.28.112.28,4,2,0.50,235.85,0.00
172.67.85.28,4,2,0.50,235.93,0.00
104.24.236.28,4,2,0.50,235.94,0.00
104.27.190.28,4,2,0.50,235.94,0.00
104.24.244.28,4,2,0.50,236.00,0.00
104.25.25.28,4,2,0.50,236.05,0.00
104.23.115.28,4,2,0.50,236.05,0.00
104.25.17.28,4,2,0.50,236.11,0.00
172.67.34.28,4,2,0.50,236.12,0.00
104.24.246.28,4,2,0.50,236.13,0.00
104.20.220.28,4,2,0.50,236.26,0.00
104.21.11.28,4,2,0.50,236.29,0.00
104.22.1.28,4,2,0.50,236.29,0.00
172.67.122.28,4,2,0.50,236.35,0.00
172.67.83.28,4,2,0.50,236.39,0.00
104.24.251.28,4,2,0.50,236.39,0.00
104.31.77.28,4,2,0.50,236.41,0.00
172.67.197.28,4,2,0.50,236.43,0.00
172.67.178.28,4,2,0.50,236.52,0.00
104.25.220.28,4,2,0.50,236.53,0.00
172.67.98.28,4,2,0.50,236.59,0.00
172.67.186.28,4,2,0.50,236.60,0.00
104.27.5.28,4,2,0.50,236.62,0.00
172.67.152.28,4,2,0.50,236.68,0.00
104.20.215.28,4,2,0.50,236.69,0.00
104.28.138.28,4,2,0.50,236.70,0.00
172.65.27.28,4,2,0.50,236.81,0.00
104.24.53.28,4,2,0.50,236.84,0.00
172.67.166.28,4,2,0.50,237.06,0.00
172.67.239.28,4,2,0.50,237.10,0.00
104.24.209.28,4,2,0.50,237.10,0.00
104.20.233.28,4,2,0.50,237.16,0.00
172.67.242.28,4,2,0.50,237.27,0.00
104.31.73.28,4,2,0.50,237.33,0.00
172.67.187.28,4,2,0.50,237.38,0.00
104.28.183.28,4,2,0.50,237.40,0.00
104.25.97.28,4,2,0.50,237.40,0.00
104.27.179.28,4,2,0.50,237.42,0.00
104.28.158.28,4,2,0.50,237.43,0.00
104.20.207.28,4,2,0.50,237.50,0.00
104.20.1.28,4,2,0.50,237.58,0.00
172.67.64.28,4,2,0.50,237.59,0.00
104.24.232.28,4,2,0.50,237.59,0.00
104.27.2.28,4,2,0.50,237.66,0.00
104.28.139.28,4,2,0.50,237.69,0.00
104.21.121.28,4,2,0.50,237.71,0.00
104.25.117.28,4,2,0.50,237.72,0.00
172.67.230.28,4,2,0.50,237.75,0.00
104.31.195.28,4,2,0.50,237.87,0.00
104.24.240.28,4,2,0.50,237.95,0.00
104.24.33.28,4,2,0.50,237.98,0.00
104.31.129.28,4,2,0.50,237.99,0.00
104.22.34.28,4,2,0.50,238.00,0.00
172.64.98.28,4,2,0.50,238.01,0.00
104.20.4.28,4,2,0.50,238.05,0.00
172.67.106.28,4,2,0.50,238.16,0.00
104.28.46.28,4,2,0.50,238.17,0.00
104.20.11.28,4,2,0.50,238.19,0.00
172.67.130.28,4,2,0.50,238.22,0.00
172.65.85.28,4,2,0.50,238.31,0.00
104.31.65.28,4,2,0.50,238.32,0.00
104.24.157.28,4,2,0.50,238.38,0.00
104.20.218.28,4,2,0.50,238.41,0.00
104.24.55.28,4,2,0.50,238.56,0.00
104.24.196.28,4,2,0.50,238.72,0.00
104.25.16.28,4,2,0.50,238.76,0.00
104.24.199.28,4,2,0.50,238.77,0.00
172.67.237.28,4,2,0.50,238.81,0.00
104.24.169.28,4,2,0.50,238.83,0.00
172.67.30.28,4,2,0.50,238.95,0.00
172.65.98.28,4,2,0.50,239.02,0.00
104.25.233.28,4,2,0.50,239.05,0.00
104.25.225.28,4,2,0.50,239.05,0.00
172.65.103.28,4,2,0.50,239.06,0.00
104.23.123.28,4,2,0.50,239.13,0.00
172.67.220.28,4,2,0.50,239.14,0.00
172.67.110.28,4,2,0.50,239.18,0.00
104.20.197.28,4,2,0.50,239.23,0.00
172.67.125.28,4,2,0.50,239.32,0.00
172.67.137.28,4,2,0.50,239.35,0.00
172.67.218.28,4,2,0.50,239.37,0.00
104.28.147.28,4,2,0.50,239.40,0.00
172.67.199.28,4,2,0.50,239.40,0.00
172.67.28.28,4,2,0.50,239.45,0.00
104.27.173.28,4,2,0.50,239.59,0.00
104.25.230.28,4,2,0.50,239.62,0.00
104.25.50.28,4,2,0.50,239.63,0.00
104.24.84.28,4,2,0.50,239.66,0.00
104.20.199.28,4,2,0.50,239.66,0.00
104.20.252.28,4,2,0.50,239.70,0.00
104.27.54.28,4,2,0.50,239.70,0.00
104.21.27.28,4,2,0.50,239.73,0.00
172.64.80.28,4,2,0.50,239.73,0.00
172.67.32.28,4,2,0.50,239.74,0.00
104.27.150.28,4,2,0.50,239.74,0.00
104.27.205.28,4,2,0.50,239.77,0.00
172.67.179.28,4,2,0.50,239.78,0.00
104.21.199.28,4,2,0.50,239.79,0.00
104.22.43.28,4,2,0.50,239.83,0.00
172.67.62.28,4,2,0.50,239.83,0.00
104.24.15.28,4,2,0.50,239.86,0.00
172.65.100.28,4,2,0.50,239.87,0.00
104.24.51.28,4,2,0.50,239.87,0.00
172.65.101.28,4,2,0.50,239.87,0.00
104.28.148.28,4,2,0.50,239.87,0.00
104.28.142.28,4,2,0.50,239.88,0.00
104.31.215.28,4,2,0.50,239.90,0.00
104.28.72.28,4,2,0.50,239.90,0.00
104.24.46.28,4,2,0.50,239.91,0.00
172.67.45.28,4,2,0.50,239.93,0.00
172.65.4.28,4,2,0.50,239.95,0.00
104.24.7.28,4,2,0.50,239.98,0.00
104.24.52.28,4,2,0.50,239.98,0.00
172.67.92.28,4,2,0.50,240.03,0.00
104.24.150.28,4,2,0.50,240.04,0.00
104.27.172.28,4,2,0.50,240.12,0.00
104.24.172.28,4,2,0.50,240.16,0.00
104.21.2.28,4,2,0.50,240.18,0.00
104.24.149.28,4,2,0.50,240.23,0.00
104.20.28.28,4,2,0.50,240.31,0.00
172.67.238.28,4,2,0.50,240.38,0.00
172.67.48.28,4,2,0.50,240.40,0.00
104.25.115.28,4,2,0.50,240.48,0.00
104.31.131.28,4,2,0.50,240.64,0.00
104.24.139.28,4,2,0.50,240.66,0.00
104.24.239.28,4,2,0.50,240.67,0.00
104.25.110.28,4,2,0.50,240.69,0.00
104.20.205.28,4,2,0.50,240.73,0.00
172.67.4.28,4,2,0.50,240.77,0.00
104.19.113.28,4,2,0.50,240.80,0.00
104.31.166.28,4,2,0.50,240.86,0.00
104.24.161.28,4,2,0.50,240.87,0.00
104.31.231.28,4,2,0.50,240.88,0.00
104.27.187.28,4,2,0.50,240.93,0.00
104.25.64.28,4,2,0.50,240.96,0.00
104.31.246.28,4,2,0.50,240.98,0.00
172.65.109.28,4,2,0.50,240.99,0.00
172.65.86.28,4,2,0.50,241.00,0.00
172.67.149.28,4,2,0.50,241.00,0.00
104.23.139.28,4,2,0.50,241.02,0.00
104.24.190.28,4,2,0.50,241.11,0.00
104.21.87.28,4,2,0.50,241.14,0.00
172.65.16.28,4,2,0.50,241.16,0.00
172.67.181.28,4,2,0.50,241.27,0.00
104.24.24.28,4,2,0.50,241.30,0.00
104.21.86.28,4,2,0.50,241.31,0.00
172.65.21.28,4,2,0.50,241.39,0.00
104.24.14.28,4,2,0.50,241.40,0.00
172.67.10.28,4,2,0.50,241.53,0.00
172.67.175.28,4,2,0.50,241.57,0.00
104.31.251.28,4,2,0.50,241.58,0.00
172.67.27.28,4,2,0.50,241.62,0.00
104.24.198.28,4,2,0.50,241.65,0.00
172.65.17.28,4,2,0.50,241.66,0.00
172.67.68.28,4,2,0.50,241.68,0.00
172.67.169.28,4,2,0.50,241.69,0.00
104.24.8.28,4,2,0.50,241.80,0.00
104.25.38.28,4,2,0.50,241.86,0.00
172.67.150.28,4,2,0.50,241.88,0.00
104.28.50.28,4,2,0.50,241.92,0.00
172.65.123.28,4,2,0.50,241.95,0.00
104.18.61.28,4,2,0.50,241.95,0.00
172.67.127.28,4,2,0.50,242.01,0.00
172.67.65.28,4,2,0.50,242.05,0.00
104.23.102.28,4,2,0.50,242.08,0.00
172.67.54.28,4,2,0.50,242.09,0.00
104.19.141.28,4,2,0.50,242.10,0.00
172.67.105.28,4,2,0.50,242.11,0.00
172.67.248.28,4,2,0.50,242.15,0.00
104.24.83.28,4,2,0.50,242.18,0.00
104.27.196.28,4,2,0.50,242.23,0.00
104.25.113.28,4,2,0.50,242.26,0.00
104.28.190.28,4,2,0.50,242.26,0.00
104.25.95.28,4,2,0.50,242.28,0.00
104.24.6.28,4,2,0.50,242.30,0.00
172.67.252.28,4,2,0.50,242.30,0.00
172.67.159.28,4,2,0.50,242.31,0.00
104.27.192.28,4,2,0.50,242.36,0.00
172.67.148.28,4,2,0.50,242.36,0.00
104.24.147.28,4,2,0.50,242.41,0.00
104.28.169.28,4,2,0.50,242.43,0.00
104.31.9.28,4,2,0.50,242.48,0.00
172.67.167.28,4,2,0.50,242.49,0.00
172.65.18.28,4,2,0.50,242.50,0.00
172.67.180.28,4,2,0.50,242.52,0.00
104.25.1.28,4,2,0.50,242.56,0.00
104.24.179.28,4,2,0.50,242.58,0.00
172.67.240.28,4,2,0.50,242.60,0.00
172.67.115.28,4,2,0.50,242.68,0.00
104.23.128.28,4,2,0.50,242.73,0.00
104.24.140.28,4,2,0.50,242.79,0.00
104.24.205.28,4,2,0.50,242.91,0.00
104.28.117.28,4,2,0.50,243.03,0.00
104.28.180.28,4,2,0.50,243.03,0.00
172.67.210.28,4,2,0.50,243.07,0.00
104.21.126.28,4,2,0.50,243.13,0.00
172.67.49.28,4,2,0.50,243.23,0.00
104.24.36.28,4,2,0.50,243.23,0.00
172.67.211.28,4,2,0.50,243.27,0.00
104.25.150.28,4,2,0.50,243.35,0.00
172.65.22.28,4,2,0.50,243.37,0.00
104.20.176.28,4,2,0.50,243.38,0.00
172.67.206.28,4,2,0.50,243.44,0.00
172.67.67.28,4,2,0.50,243.45,0.00
104.24.151.28,4,2,0.50,243.49,0.00
172.65.107.28,4,2,0.50,243.60,0.00
172.65.108.28,4,2,0.50,243.60,0.00
104.20.7.28,4,2,0.50,243.64,0.00
172.67.88.28,4,2,0.50,243.65,0.00
104.23.116.28,4,2,0.50,243.74,0.00
104.24.135.28,4,2,0.50,243.80,0.00
172.65.106.28,4,2,0.50,243.86,0.00
172.65.97.28,4,2,0.50,243.88,0.00
104.25.157.28,4,2,0.50,243.98,0.00
104.25.241.28,4,2,0.50,244.04,0.00
104.21.107.28,4,2,0.50,244.07,0.00
